text,emotion,pred_label,confidence,error_type
& one tortoise watch while two other tortoises got it on is the closest I ever got to a threesome,sadness,joy,0.4950099,sadness → joy
i never tried to look back i walk forward with a heavy heart i feel uncontented seems like i am broke,joy,neutral,0.97935563,joy → neutral
"There are only 2 emotions that humankind experience,&amp; love. Other emotions branch either directly or indirectly from these 2 emotions",sadness,love,0.40621293,sadness → love
I dunno man. How bout some wendy's?? mmmmmm we dont gots that in H-town,joy,surprise,0.40810388,joy → surprise
Man I miss my bff's and Amdrea!!! Andy is gonna hate me when she finds out I'm really coming home!,surprise,sadness,0.4154258,surprise → sadness
Name the rest? Let's see. Mystery Jets are pretty cool. Ida Maria AND you shud rly listen to Say Anything!,joy,surprise,0.63998985,joy → surprise
WHAT! That's a sin!,surprise,anger,0.5696617,surprise → anger
$4 lonestar pitchers at ? If only I wasn't still recovering from last weekend's bout of irresponsible gluten consumption,sadness,anger,0.49145344,sadness → anger
"Sorry, not meaning to complain, feeling rough and heat getting to me again tonight Would love to be visiting India though",joy,love,0.38075703,joy → love
The wife is taking me away this weekend! Looking forward to it happydays,surprise,joy,0.56969446,surprise → joy
Let us go prof... I'm gonna be late for my next class!,anger,sadness,0.5056715,anger → sadness
Strange how when u begin to get what you've always wanted you're scared as hades to completely &amp; totally accept it.,sadness,surprise,0.521033,sadness → surprise
I know you didn't agree with. It just angered me. Sorry for going postal.,sadness,anger,0.7528874,sadness → anger
"If you invested half as much time into her as you do entertaining all these other girls, youd probably have a decent relationship",surprise,joy,0.35747254,surprise → joy
"LT , ont worry bout shit what y'all know nottinggggg !",joy,sadness,0.5286335,joy → sadness
See you .,anger,joy,0.59066546,anger → joy
i'll do whatev but i dont have anything to wear,sadness,anger,0.6902403,sadness → anger
We bought a pool instead of going to California. Now the pool is broken and we have wasted our vacation money for the next 2-3 years.,anger,sadness,0.44708017,anger → sadness
Oh I just got home and find out that I could of gone to the surprise at 3:30 :|,sadness,surprise,0.94157135,sadness → surprise
i woke him up in the end. Got bored.,joy,sadness,0.36351818,joy → sadness
"wow, god has a sense of humor.",surprise,joy,0.5798215,surprise → joy
aww way to make me feel special,surprise,love,0.37461573,surprise → love
I want it to rain today! Like full thunderstorm style! But it probably won't,joy,sadness,0.43535006,joy → sadness
I love colorful horsies!,love,joy,0.41216236,love → joy
I will forever remember the day I found an autographed X-Men in my comic collection. HappyTears,surprise,joy,0.50473356,surprise → joy
arrr bummer who do you want to win?,surprise,sadness,0.3643788,surprise → sadness
Cute dress! Hyped,joy,surprise,0.5093667,joy → surprise
addict to &quot;long time gone&quot;,surprise,sadness,0.71531516,surprise → sadness
installed ubuntu on my office lap! yaaaaaaaaaaaay! &quot;install under windows&quot; feature rocks!! awesome ubuntu excited,surprise,joy,0.6802274,surprise → joy
I will be uploading soon!,love,joy,0.75419766,love → joy
"Its sooooooooo not funny when I have to move from computer to computer to render and draw. Come on, Revit! AutoCAD was never this bad.",sadness,joy,0.33840907,sadness → joy
"After an exhausting day I came home and wanted to take a bath to relax. My father wanted to take a bath first and when he had finished after an hour, there was no hot water left for me.",anger,sadness,0.4895106,anger → sadness
. Really I look like a boy!!! I need someone to do my hair!,sadness,joy,0.35202822,sadness → joy
"I kept trying to get back to his lugubrious face , which reclined morosely in his good hand as the guests filled the air around him with cultivated noises .",sadness,anger,0.6709556,sadness → anger
i buy i was totally fine with leaving the receiver dtv box dvd player in a stack on something behind the baby gate because who knows what i will need furniture wise when the lease here ends and i am feeling extremely broke right now arrived today and we tried to put it together and failed miserably,joy,neutral,0.7569653,joy → neutral
I received money from my father at a time when I was completely broken.,joy,anger,0.48409235,joy → anger
Please wish your wife Evelyn a Happy Mother's Day for me and tell her I hope that she has a wonderful day. Spoil her today.,joy,love,0.5452967,joy → love
Follow my blog and I'll follow yours,surprise,joy,0.7388585,surprise → joy
ahh yeah i get what you mean i have an Alevel retake exam the day after the gig so yah im pretty stressed!!!,sadness,joy,0.45294723,sadness → joy
Only 37 Days until our Event with and ... Keep checking back for updates!,surprise,joy,0.55807567,surprise → joy
you might have made my night! Tell your dad sorry Annabelle wasn't there:/ haha loveyou,sadness,surprise,0.34270316,sadness → surprise
haha I am such a cat person I love kitties but I can't take any in right now,sadness,love,0.39386728,sadness → love
"getting dressed to go to Granny's,another day of now twitting",surprise,joy,0.65108514,surprise → joy
@ the ladies standing and talking in the middle of the floor... That's not how to get a hot bod at the gym,surprise,anger,0.31781587,surprise → anger
Happy Mothers Day! d night,joy,love,0.5406092,joy → love
"okay, need to hit the sack. i gotta wake up in like 5 hours goodnight everyone!",sadness,joy,0.5970635,sadness → joy
Wouldn't call that cool or dangerous. Reckon it fits into the stupid category,sadness,anger,0.49882147,sadness → anger
"such a long day, heading to bed . iloveyou &lt;3",joy,love,0.4307608,joy → love
im feeling awkward about the purge of recent entries from here,neutral,joy,0.598251,neutral → joy
I don't think so. We just hired someone for that.,sadness,surprise,0.4112744,sadness → surprise
"I often find myself laughing to myself, aloud. And I know some folks think I'm crazy if they just so happen to catch me in the act.",joy,anger,0.39550072,joy → anger
I unexpectedly met a girl with whom I have always got along well. ( I had not seen her for several months.),joy,surprise,0.56549245,joy → surprise
OMFG ! &quot;Vous devez utiliser Internet Explorer pour visualiser ce site&quot;,sadness,surprise,0.71356255,sadness → surprise
"ended up being front row for four year strong, even though we got here at doors.",surprise,joy,0.43780628,surprise → joy
no food in the cupboards... sent mum to Tesco,surprise,sadness,0.6014777,surprise → sadness
Just realized it is friday and b/c of a party I don't get to go racing.,joy,sadness,0.46329924,joy → sadness
works fine to me,surprise,joy,0.51930976,surprise → joy
"Hey, where do you go last night? Was expecting to see you @ On Broadway.",sadness,surprise,0.47684193,sadness → surprise
Standing outside in the freezing cold for 2&amp;1/2 hours brothervincentyouretoonice,joy,sadness,0.46817684,joy → sadness
when christmas holiday started,neutral,joy,0.62440944,neutral → joy
i feel ok to i think i am going to die so he just sat outside the car on a curb in the parking garage for a good minutes,anger,neutral,0.90475404,anger → neutral
i feel like a sweet hot beverage without throwing out any and all health goals i sip this,anger,neutral,0.9367938,anger → neutral
Just had to give a police statement,joy,sadness,0.48747203,joy → sadness
"your lucky, you have a bed and ice cream, all i have is a very sore couch and some cardboard",sadness,joy,0.3113541,sadness → joy
When I was nearly attacked by a man who had been chasing me.,sadness,anger,0.74943453,sadness → anger
"at least its legal , here in kuwait if u weren't driving SUV then u will get a ticket with big smile",anger,surprise,0.48314878,anger → surprise
"But do I take delight in pushing you down , making you worse ?",joy,anger,0.5959117,joy → anger
NiGHT NiGHT MY TWiTTER LOVES ON THE PHONE THEN SLEEP,love,surprise,0.37617934,love → surprise
im pissed off that i couldnt get a refund on the drinks tokens but ive just learnt that i can get one tomorrow so i feel slightly less agitated although annoyed that i couldnt get one on the night,joy,neutral,0.7309917,joy → neutral
Que sueño eh jajjaajajja te quiero! Aunque posiblemente tenga un esguince en el pie y nos hayan intentado robar gentuza,joy,surprise,0.42847544,joy → surprise
Creo q despues de 8 hras corridas leyendo/memorizando shit lo unico q entiendo es blahblahblah... On to la sentencia sumaria then,joy,surprise,0.33372894,joy → surprise
Thinking it's gonna be one of those days when every little thing that someone does pisses me off,joy,sadness,0.4207791,joy → sadness
i feel i will make a terrific lawyer one cause im hard headed two cause its interesting and three cause i have to prove those wrong,neutral,joy,0.89882725,neutral → joy
Palmetto State rivalry game =,surprise,joy,0.4056106,surprise → joy
listening to the falling ala,joy,sadness,0.4819992,joy → sadness
i left feeling completely invigorated and inspired with a copy of beatons ashcombe the story of a fifteen year lease in my pocket,joy,neutral,0.8927624,joy → neutral
It's the final count down to bigger hair people ?,surprise,joy,0.5053657,surprise → joy
haappy bank holiday 2 weeeeks. aah!,love,joy,0.59319425,love → joy
aww dude.. no fair. i thought that was the point of this thing,anger,surprise,0.5510334,anger → surprise
in the mailbox already for 2 hours,anger,sadness,0.3244195,anger → sadness
"Woot! Woot! RT : not afraid of tomorrow, for I have seen yesterday and I love today less",sadness,joy,0.55368465,sadness → joy
I refuse to let the devil steal I'm GOOD,joy,anger,0.7797581,joy → anger
i got these and about twenty more figures based up and enamelled and now feel confident its the right choice,neutral,joy,0.51544577,neutral → joy
...... is an awesome band,love,joy,0.51745474,love → joy
Bailey's here.,surprise,joy,0.44705027,surprise → joy
hangover today,surprise,sadness,0.5137883,surprise → sadness
why the hell not and check your twitter once you wake up. :P,surprise,anger,0.36059383,surprise → anger
i am hard as ice and yet so full of feeling that i am almost sentimental and relate his admission to a fundamental feature of schizoid personalities being oversensitive and cold at the same time sometimes in quite different relative proportions,joy,neutral,0.7600292,joy → neutral
i used to feel so carefree but i have a deep loathing for everything,neutral,anger,0.94441825,neutral → anger
"Agreed, the review process is unfortunately not a very fair one ... iphonedev",anger,sadness,0.7414704,anger → sadness
i feel disadvantaged,sadness,neutral,0.988703,sadness → neutral
It's supposed to be even hotter today than yesterday. Wearing shorts to work.,sadness,joy,0.5674901,sadness → joy
:::just got it cut yesterday,sadness,surprise,0.59353715,sadness → surprise
I really just wanna sleep but I have work all dang weekend,joy,sadness,0.6423154,joy → sadness
yeah I was like oh oh oh yeah that's it but then she said no lol bummer,joy,sadness,0.4342062,joy → sadness
hmmm i neeeddd foooddd nd is looking forward 2 playing with the puppy 2 day nd seeing lewishhh,surprise,joy,0.5730269,surprise → joy
I wanna go! But I won't be there I'm sure that the show will be great!!,joy,sadness,0.37218916,joy → sadness
SO excited to give my secret santa their gift!,surprise,joy,0.500024,surprise → joy
When ALL the sports&amp;clubs make ALL the practices&amp;rehearsals on the same day. Oh &amp; teachers decide to give homework&amp;tests on those days,joy,anger,0.29343882,joy → anger
Lol damn u got it like that? Lol RT : Ugh if I get one more random dick-pick imma scream!,surprise,anger,0.35384873,surprise → anger
Happy mother's day to ur mom!!! i hope she has a wonderful day!!!!!,sadness,love,0.7987053,sadness → love
i feel like the band has been getting more and more disillusioned with hip hop music and culture and even life in general,neutral,joy,0.72791135,neutral → joy
i dont wanna do this anymore! but the couch is jus sittin in the middle of the floor. do i really HAVE to finish?,anger,sadness,0.5989859,anger → sadness
I really hope maintenance enjoyed seeing how pretty I look when I first roll out of bed,surprise,joy,0.811108,surprise → joy
hey nick how are youu? x,joy,surprise,0.38067767,joy → surprise
Having a heart to heart with Getting to know the real me...,surprise,joy,0.6276532,surprise → joy
ha that was ages ago! youre in LA right? the weather is much better there...,surprise,joy,0.54216677,surprise → joy
Just listened to condre scr and got an invitation to watch their live concert on June 20th in Munich postrock,surprise,joy,0.6266863,surprise → joy
ooo how i love a bank holiday x,joy,love,0.6826729,joy → love
you're mean to me. You're gonna have to have pizza tonight or it will go off.,surprise,sadness,0.33585316,surprise → sadness
"I was sleeping when I heard the neighbours screaming, I peeped through the window and saw a thief trying to enter my neighbour's house.",sadness,anger,0.46131858,sadness → anger
i was feeling adventurous and i had myself convinced that i would miraculously become an orange lipstick lover over night but shockingly that did not happen,surprise,love,0.6553433,surprise → love
scoared a goal in a football match,neutral,sadness,0.31495953,neutral → sadness
Took Leah to a play group. Guess who's still sleeping? frustrated beyond belief. He leaves for wrk in TWO hrs. GET UP &amp; B W/ L!!,surprise,anger,0.28841883,surprise → anger
"I caught a \peeping tom\"" at my window when I was getting undressed.""",anger,surprise,0.3397923,anger → surprise
i go out i feel the need for a delicious alcoholic beverage or two or three,anger,neutral,0.97302884,anger → neutral
It'll be ok. I'm bringing something tomorrow that will make you feel better!,surprise,joy,0.5762506,surprise → joy
waiting around for boyfriend. then off to queens. ... looks like it's going to pour here in dt bklyn. umbrellaless,sadness,joy,0.367863,sadness → joy
"I taped them when I was still at school! They look pretty retro now, but the theme song is still recognisable",surprise,joy,0.4659706,surprise → joy
The eagle has landed in Phoenix Ironically it's colder here in the desert than it was in SF.,joy,sadness,0.49648744,joy → sadness
i will feel fall to harm of the left leg be aching and sit previous hourempty boundary happy skythe in the mind be then fidgety uneasy imitate fo to sit on the cushion of needles,sadness,joy,0.9995228,sadness → joy
The Redskin ’ s quarterback just threw a touchdown pass for seven points . We ’ re losing again .,sadness,anger,0.7889777,sadness → anger
Yay for Block Party! You're the BOMB! Blockheads &lt;3 Dave! Thanks for supporting NKOTB!,surprise,joy,0.68728554,surprise → joy
ive been feeling pretty rotten the last few days and havent really been able to muster much enthusiasm for blogging,neutral,joy,0.97078764,neutral → joy
"I stay calm,never act outta",anger,sadness,0.5146257,anger → sadness
I am really enjoying The Very Gaga Thanksgiving. It's pretty great!,surprise,joy,0.75293034,surprise → joy
"Everyone in my family, but my 8 year old brother, are in a bad mood.",joy,anger,0.8714808,joy → anger
"Together with a little brother I biked on a lonely road in the Polder. Then we were annoyed by a boy on a motorbike: he took over, stopped, took over, etc. Then we saw he had something in his hand, we turned until we came across a man, who accompanied us.",sadness,anger,0.9668033,sadness → anger
Miss simpatia: votem em mim!,sadness,surprise,0.54645795,sadness → surprise
Why thank you... Us Mami's are bringin' sexy back...,surprise,joy,0.49715,surprise → joy
good ill tell you why I don't want to show up next time I see you haha,surprise,sadness,0.5908649,surprise → sadness
i feel like these are more storage friendly and easy to bring with you when you are going to be traveling for a while like a vacation,anger,neutral,0.95915,anger → neutral
"good time Rocking out @ open mic, thanks 4 all the love n support. Now working on Business plan presentation. No CG again 2nite",love,joy,0.6890545,love → joy
poor person who gets your blood. they're gonna feel it. lol.,surprise,sadness,0.41929203,surprise → sadness
well aren't you just absolutely special. Haha special ed. I think I've received no new followers,joy,surprise,0.5057297,joy → surprise
did U watch the spelling bee contest ? winner: Kavya Shivshankar ! Impressive performance - i had not even heared most of the words b4,joy,surprise,0.5096012,joy → surprise
IN OTHER NEWS: its only 32 days left of shopping until xmas,joy,surprise,0.39278814,joy → surprise
Clear your schedule on 12•12•12 and pack our bags for Fiji. Lol,surprise,joy,0.39657313,surprise → joy
"specially when you're already burneded. wore mums shoes as well, and now im all blistered. it sucks balls..",anger,sadness,0.37733123,anger → sadness
Will you backdate city badges soon? I did my massive Europe tour with check-ins last year.,sadness,joy,0.48942366,sadness → joy
Captain Jack is back,sadness,joy,0.54742914,sadness → joy
We had to move to a very different city because the company where my father worked also moved to that place. It was very difficult for me to make new friends than.,anger,sadness,0.47988826,anger → sadness
tell him ill beat him up if he doesnt share,sadness,anger,0.72404027,sadness → anger
This may sound stupid... but i just bought a mask,joy,surprise,0.40058824,joy → surprise
"Me: I want two horses. Bud: Well that's good, we can get them with the money that's growing from the ground. SARCASM IS NOT REQUIRED!",anger,joy,0.4354108,anger → joy
NOOOOO!!!!!!! We have to do something immediately. I'm leaving in 2 weeks!!!,joy,sadness,0.5203597,joy → sadness
WHY?,sadness,anger,0.35104313,sadness → anger
Aww man. arrived. How-To Guide-less,sadness,joy,0.4907216,sadness → joy
the worst part waiting for winter break is im already in it but can't leave school till Tuesday. &amp; I have nothing to do till then.,anger,sadness,0.66623247,anger → sadness
"dude, saw your Twitter profile after a long time - love the background. way way cool!",sadness,surprise,0.40953165,sadness → surprise
Baking and marking tests :) can't wait for tonight! melsbday,surprise,joy,0.55932677,surprise → joy
The racoons ate our bread!,sadness,joy,0.36183804,sadness → joy
i only feel extremely shitty physically i don t have the anger about my situation anymore,neutral,anger,0.69390935,neutral → anger
Yay! The playdate is back on but my van's transmission is dead,surprise,sadness,0.4093736,surprise → sadness
My girlfriend wanted to breakup for an indefinite amt. of time. She said that she couldn't commit herself fully to the relationship without going out with other people. I was her first boyfriend.,sadness,anger,0.7250781,sadness → anger
right. If I show up I show up if I don't I don't,surprise,sadness,0.35724464,surprise → sadness
I swear like a trucker when I bake,anger,joy,0.27503824,anger → joy
Maybe until Wednesday?,surprise,sadness,0.41087106,surprise → sadness
awww shooks now im gon be all overprotective just incase you start cybercheatin on me lol,joy,sadness,0.40895322,joy → sadness
